ID,Template,Decision
CJ260512-22-R103,Test tube sorting,Approve
CJ260512-22-R106,Test tube sorting,Approve
CJ260512-22-R107,Test tube sorting,Approve
CJ260512-22-R109,Test tube sorting,Imperfect
CJ260512-22-R111,Test tube sorting,Imperfect
CJ260512-22-R112,Test tube sorting,Approve
CJ260512-22-R113,Test tube sorting,Imperfect
CJ260512-22-R114,Test tube sorting,Approve
CJ260512-22-R115,Test tube sorting,Imperfect
CJ260512-22-R116,Test tube sorting,Approve
CJ260512-22-R117,Test tube sorting,Approve
CJ260512-22-R118,Test tube sorting,Approve
CJ260512-22-R119,Test tube sorting,Approve
CJ260512-22-R120,Test tube sorting,Approve
CJ260512-22-R122,Test tube sorting,Approve
CJ260512-22-R124,Test tube sorting,Approve
CJ260512-22-R126,Test tube sorting,Imperfect
CJ260512-22-R127,Test tube sorting,Approve
CJ260512-22-R128,Test tube sorting,Approve
CJ260512-22-R129,Test tube sorting,Approve
CJ260512-22-R133,Test tube sorting,Approve
CJ260512-22-R134,Test tube sorting,Approve
CJ260512-22-R135,Test tube sorting,Approve
CJ260512-22-R136,Test tube sorting,Approve
CJ260512-22-R137,Test tube sorting,Imperfect
CJ260512-22-R138,Test tube sorting,Approve
CJ260512-22-R139,Test tube sorting,Approve
CJ260512-22-R140,Test tube sorting,Imperfect
CJ260512-22-R143,Test tube sorting,Imperfect
CJ260512-22-R144,Test tube sorting,Approve
CJ260512-22-R145,Test tube sorting,Imperfect
CJ260512-22-R146,Test tube sorting,Approve
CJ260512-22-R148,Test tube sorting,Approve
CJ260512-22-R149,Test tube sorting,Imperfect
CJ260512-22-R150,Test tube sorting,Approve
CJ260512-22-R151,Test tube sorting,Imperfect
CJ260512-22-R152,Test tube sorting,Approve
CJ260512-22-R153,Test tube sorting,Imperfect
CJ260512-22-R155,Test tube sorting,Approve
CJ260512-22-R157,Test tube sorting,Approve
CJ260512-22-R158,Test tube sorting,Imperfect
CJ260512-22-R159,Test tube sorting,Imperfect
CJ260512-22-R161,Test tube sorting,Approve
CJ260512-22-R162,Test tube sorting,Approve
CJ260512-22-R165,Test tube sorting,Approve
CJ260512-22-R166,Test tube sorting,Imperfect
CJ260512-22-R167,Test tube sorting,Approve
CJ260512-22-R168,Test tube sorting,Approve
CJ260512-22-R169,Test tube sorting,Approve
CJ260512-22-R173,Test tube sorting,Approve
CJ260512-22-R174,Test tube sorting,Approve
CJ260512-22-R175,Test tube sorting,Approve
CJ260512-22-R178,Test tube sorting,Approve
CJ260512-22-R179,Test tube sorting,Approve
CJ260512-22-R181,Test tube sorting,Approve
CJ260512-22-R182,Test tube sorting,Approve
CJ260512-22-R183,Test tube sorting,Approve
CJ260512-22-R186,Test tube sorting,Approve
CJ260512-22-R187,Test tube sorting,Approve
CJ260512-22-R48,Test tube sorting,Approve
CJ260512-22-R49,Test tube sorting,Approve
CJ260512-22-R50,Test tube sorting,Approve
CJ260512-22-R52,Test tube sorting,Approve
CJ260512-22-R54,Test tube sorting,Approve
CJ260512-22-R55,Test tube sorting,Approve
CJ260512-22-R56,Test tube sorting,Approve
CJ260512-22-R57,Test tube sorting,Approve
CJ260512-22-R59,Test tube sorting,Approve
CJ260512-22-R60,Test tube sorting,Approve
CJ260512-22-R61,Test tube sorting,Approve
CJ260512-22-R63,Test tube sorting,Approve
CJ260512-22-R65,Test tube sorting,Approve
CJ260512-22-R66,Test tube sorting,Approve
CJ260512-22-R67,Test tube sorting,Approve
CJ260512-22-R68,Test tube sorting,Approve
CJ260512-22-R70,Test tube sorting,Approve
CJ260512-22-R71,Test tube sorting,Approve
CJ260512-22-R72,Test tube sorting,Approve
CJ260512-22-R73,Test tube sorting,Approve
CJ260512-22-R74,Test tube sorting,Approve
CJ260512-22-R75,Test tube sorting,Approve
CJ260512-22-R76,Test tube sorting,Approve
CJ260512-22-R77,Test tube sorting,Approve
CJ260512-22-R78,Test tube sorting,Approve
CJ260512-22-R80,Test tube sorting,Approve
CJ260512-22-R81,Test tube sorting,Imperfect
CJ260512-22-R82,Test tube sorting,Approve
CJ260512-22-R83,Test tube sorting,Approve
CJ260512-22-R84,Test tube sorting,Approve
CJ260512-22-R85,Test tube sorting,Imperfect
CJ260512-22-R86,Test tube sorting,Approve
CJ260512-22-R87,Test tube sorting,Approve
CJ260512-22-R88,Test tube sorting,Approve
CJ260512-22-R89,Test tube sorting,Approve
CJ260512-22-R90,Test tube sorting,Approve
CJ260512-22-R92,Test tube sorting,Imperfect
CJ260512-22-R94,Test tube sorting,Approve
CJ260512-22-R95,Test tube sorting,Approve
CJ260512-22-R96,Test tube sorting,Imperfect
CJ260512-22-R97,Test tube sorting,Approve
CJ260512-22-R98,Test tube sorting,Imperfect
CJ260512-22-R99,Test tube sorting,Approve
CJ260512-23-R127,Folding clothes on the bed,Approve
CJ260512-23-R128,Folding clothes on the bed,Approve
CJ260512-23-R129,Folding clothes on the bed,Imperfect
CJ260512-23-R130,Folding clothes on the bed,Approve
CJ260512-23-R132,Folding clothes on the bed,Imperfect
CJ260512-23-R137,Folding clothes on the bed,Approve
CJ260512-23-R149,Folding clothes on the bed,Imperfect
CJ260512-23-R152,Folding clothes on the bed,Imperfect
CJ260512-23-R156,Folding clothes on the bed,Approve
CJ260512-23-R158,Folding clothes on the bed,Approve
CJ260512-23-R160,Folding clothes on the bed,Imperfect
CJ260512-23-R162,Folding clothes on the bed,Imperfect
CJ260512-23-R163,Folding clothes on the bed,Imperfect
CJ260512-23-R167,Folding clothes on the bed,Imperfect
CJ260512-23-R165,Folding clothes on the bed,Approve
CJ260512-23-R168,Folding clothes on the bed,Imperfect
CJ260512-23-R169,Folding clothes on the bed,Imperfect
CJ260512-23-R171,Folding clothes on the bed,Reject
CJ260512-23-R172,Folding clothes on the bed,Imperfect
CJ260512-23-R174,Folding clothes on the bed,Approve
CJ260512-23-R175,Folding clothes on the bed,Imperfect
CJ260512-23-R177,Folding clothes on the bed,Imperfect
CJ260512-23-R178,Folding clothes on the bed,Imperfect
CJ260512-23-R179,Folding clothes on the bed,Imperfect
CJ260512-23-R181,Folding clothes on the bed,Imperfect
CJ260512-23-R184,Folding clothes on the bed,Imperfect
CJ260512-23-R185,Folding clothes on the bed,Imperfect
CJ260512-23-R186,Folding clothes on the bed,Imperfect
CJ260512-23-R187,Folding clothes on the bed,Approve
CJ260512-23-R188,Folding clothes on the bed,Approve
CJ260512-23-R189,Folding clothes on the bed,Imperfect
CJ260512-23-R192,Folding clothes on the bed,Imperfect
CJ260512-23-R193,Folding clothes on the bed,Approve
CJ260512-23-R195,Folding clothes on the bed,Imperfect
CJ260512-23-R196,Folding clothes on the bed,Imperfect
CJ260512-23-R198,Folding clothes on the bed,Imperfect
CJ260512-24-R146,Folding clothes on the bed,Imperfect
CJ260512-24-R145,Folding clothes on the bed,Imperfect
CJ260512-24-R147,Folding clothes on the bed,Imperfect
CJ260512-24-R148,Folding clothes on the bed,Approve
CJ260512-24-R151,Folding clothes on the bed,Approve
CJ260512-24-R152,Folding clothes on the bed,Approve
CJ260512-24-R153,Folding clothes on the bed,Approve
CJ260512-24-R154,Folding clothes on the bed,Approve
CJ260512-24-R155,Folding clothes on the bed,Approve
CJ260512-24-R156,Folding clothes on the bed,Imperfect
CJ260512-24-R157,Folding clothes on the bed,Approve
CJ260512-24-R158,Folding clothes on the bed,Approve
CJ260512-24-R159,Folding clothes on the bed,Approve
CJ260512-24-R160,Folding clothes on the bed,Imperfect
CJ260512-24-R162,Folding clothes on the bed,Approve
CJ260512-24-R163,Folding clothes on the bed,Approve
CJ260512-24-R164,Folding clothes on the bed,Approve
CJ260512-24-R166,Folding clothes on the bed,Imperfect
CJ260512-24-R168,Folding clothes on the bed,Approve
CJ260512-24-R169,Folding clothes on the bed,Approve
CJ260512-24-R170,Folding clothes on the bed,Approve
CJ260512-24-R175,Folding clothes on the bed,Imperfect
CJ260512-24-R179,Folding clothes on the bed,Approve
CJ260512-24-R181,Folding clothes on the bed,Approve
CJ260512-24-R197,Folding clothes on the bed,Approve
CJ260512-24-R188,Folding clothes on the bed,Approve
CJ260512-25-R1,Folding clothes on the bed,Approve
CJ260512-25-R10,Folding clothes on the bed,Imperfect
CJ260512-25-R100,Folding clothes on the bed,Imperfect
CJ260512-25-R101,Folding clothes on the bed,Approve
CJ260512-25-R102,Folding clothes on the bed,Imperfect
CJ260512-25-R103,Folding clothes on the bed,Reject
CJ260512-25-R104,Folding clothes on the bed,Approve
CJ260512-25-R107,Folding clothes on the bed,Imperfect
CJ260512-25-R110,Folding clothes on the bed,Reject
CJ260512-25-R108,Folding clothes on the bed,Imperfect
CJ260512-25-R111,Folding clothes on the bed,Imperfect
CJ260512-25-R112,Folding clothes on the bed,Imperfect
CJ260512-25-R114,Folding clothes on the bed,Imperfect
CJ260512-25-R116,Folding clothes on the bed,Imperfect
CJ260512-25-R117,Folding clothes on the bed,Reject
CJ260512-25-R118,Folding clothes on the bed,Approve
CJ260512-25-R119,Folding clothes on the bed,Reject
CJ260512-25-R12,Folding clothes on the bed,Approve
CJ260512-25-R121,Folding clothes on the bed,Approve
CJ260512-25-R122,Folding clothes on the bed,Approve
CJ260512-25-R123,Folding clothes on the bed,Approve
CJ260512-25-R124,Folding clothes on the bed,Imperfect
CJ260512-25-R126,Folding clothes on the bed,Approve
CJ260512-25-R128,Folding clothes on the bed,Approve
CJ260512-25-R129,Folding clothes on the bed,Imperfect
CJ260512-25-R131,Folding clothes on the bed,Reject
CJ260512-25-R132,Folding clothes on the bed,Reject
CJ260512-25-R133,Folding clothes on the bed,Reject
CJ260512-25-R135,Folding clothes on the bed,Approve
CJ260512-25-R137,Folding clothes on the bed,Approve
CJ260512-25-R138,Folding clothes on the bed,Approve
CJ260512-25-R139,Folding clothes on the bed,Approve
CJ260512-25-R14,Folding clothes on the bed,Imperfect
CJ260512-25-R140,Folding clothes on the bed,Approve
CJ260512-25-R142,Folding clothes on the bed,Approve
CJ260512-25-R144,Folding clothes on the bed,Approve
CJ260512-25-R145,Folding clothes on the bed,Approve
CJ260512-25-R146,Folding clothes on the bed,Imperfect
CJ260512-25-R147,Folding clothes on the bed,Approve
CJ260512-25-R149,Folding clothes on the bed,Approve
CJ260512-25-R152,Folding clothes on the bed,Approve
CJ260512-25-R15,Folding clothes on the bed,Approve
CJ260512-25-R153,Folding clothes on the bed,Approve
CJ260512-25-R154,Folding clothes on the bed,Approve
CJ260512-25-R155,Folding clothes on the bed,Approve
CJ260512-25-R156,Folding clothes on the bed,Imperfect
CJ260512-25-R157,Folding clothes on the bed,Approve
CJ260512-25-R158,Folding clothes on the bed,Approve
CJ260512-25-R159,Folding clothes on the bed,Imperfect
CJ260512-25-R16,Folding clothes on the bed,Imperfect
CJ260512-25-R160,Folding clothes on the bed,Approve
CJ260512-25-R161,Folding clothes on the bed,Approve
CJ260512-25-R162,Folding clothes on the bed,Approve
CJ260512-25-R163,Folding clothes on the bed,Imperfect
CJ260512-25-R164,Folding clothes on the bed,Imperfect
CJ260512-25-R165,Folding clothes on the bed,Approve
CJ260512-25-R166,Folding clothes on the bed,Approve
CJ260512-25-R168,Folding clothes on the bed,Imperfect
CJ260512-25-R169,Folding clothes on the bed,Imperfect
CJ260512-25-R170,Folding clothes on the bed,Imperfect
CJ260512-25-R171,Folding clothes on the bed,Imperfect
CJ260512-25-R172,Folding clothes on the bed,Approve
CJ260512-25-R174,Folding clothes on the bed,Approve
CJ260512-25-R175,Folding clothes on the bed,Imperfect
CJ260512-25-R177,Folding clothes on the bed,Imperfect
CJ260512-25-R179,Folding clothes on the bed,Approve
CJ260512-25-R180,Folding clothes on the bed,Approve
CJ260512-25-R181,Folding clothes on the bed,Reject
CJ260512-25-R182,Folding clothes on the bed,Approve
CJ260512-25-R183,Folding clothes on the bed,Approve
CJ260512-25-R184,Folding clothes on the bed,Approve
CJ260512-25-R185,Folding clothes on the bed,Approve
CJ260512-25-R186,Folding clothes on the bed,Imperfect
CJ260512-25-R189,Folding clothes on the bed,Imperfect
CJ260512-25-R190,Folding clothes on the bed,Imperfect
CJ260512-25-R191,Folding clothes on the bed,Approve
CJ260512-25-R195,Folding clothes on the bed,Approve
CJ260512-25-R197,Folding clothes on the bed,Approve
CJ260512-25-R198,Folding clothes on the bed,Approve
CJ260512-25-R199,Folding clothes on the bed,Approve
CJ260512-25-R2,Folding clothes on the bed,Approve
CJ260512-25-R20,Folding clothes on the bed,Approve
CJ260512-25-R22,Folding clothes on the bed,Approve
CJ260512-25-R23,Folding clothes on the bed,Approve
CJ260512-25-R24,Folding clothes on the bed,Approve
CJ260512-25-R25,Folding clothes on the bed,Imperfect
CJ260512-25-R26,Folding clothes on the bed,Imperfect
CJ260512-25-R28,Folding clothes on the bed,Imperfect
CJ260512-25-R3,Folding clothes on the bed,Imperfect
CJ260512-25-R31,Folding clothes on the bed,Imperfect
CJ260512-25-R32,Folding clothes on the bed,Approve
CJ260512-25-R35,Folding clothes on the bed,Imperfect
CJ260512-25-R36,Folding clothes on the bed,Approve
CJ260512-25-R37,Folding clothes on the bed,Imperfect
CJ260512-25-R39,Folding clothes on the bed,Approve
CJ260512-25-R4,Folding clothes on the bed,Imperfect
CJ260512-25-R40,Folding clothes on the bed,Imperfect
CJ260512-25-R41,Folding clothes on the bed,Imperfect
CJ260512-25-R42,Folding clothes on the bed,Imperfect
CJ260512-25-R43,Folding clothes on the bed,Approve
CJ260512-25-R44,Folding clothes on the bed,Imperfect
CJ260512-25-R45,Folding clothes on the bed,Approve
CJ260512-25-R46,Folding clothes on the bed,Approve
CJ260512-25-R47,Folding clothes on the bed,Imperfect
CJ260512-25-R48,Folding clothes on the bed,Imperfect
CJ260512-25-R49,Folding clothes on the bed,Imperfect
CJ260512-25-R5,Folding clothes on the bed,Imperfect
CJ260512-25-R50,Folding clothes on the bed,Approve
CJ260512-25-R52,Folding clothes on the bed,Imperfect
CJ260512-25-R53,Folding clothes on the bed,Approve
CJ260512-25-R54,Folding clothes on the bed,Imperfect
CJ260512-25-R55,Folding clothes on the bed,Imperfect
CJ260512-25-R56,Folding clothes on the bed,Approve
CJ260512-25-R58,Folding clothes on the bed,Approve
CJ260512-25-R59,Folding clothes on the bed,Imperfect
CJ260512-25-R61,Folding clothes on the bed,Imperfect
CJ260512-25-R60,Folding clothes on the bed,Imperfect
CJ260512-25-R62,Folding clothes on the bed,Approve
CJ260512-25-R63,Folding clothes on the bed,Approve
CJ260512-25-R64,Folding clothes on the bed,Imperfect
CJ260512-25-R65,Folding clothes on the bed,Imperfect
CJ260512-25-R66,Folding clothes on the bed,Approve
CJ260512-25-R68,Folding clothes on the bed,Approve
CJ260512-25-R69,Folding clothes on the bed,Approve
CJ260512-25-R7,Folding clothes on the bed,Approve
CJ260512-25-R70,Folding clothes on the bed,Approve
CJ260512-25-R71,Folding clothes on the bed,Approve
CJ260512-25-R72,Folding clothes on the bed,Reject
CJ260512-25-R73,Folding clothes on the bed,Approve
CJ260512-25-R74,Folding clothes on the bed,Approve
CJ260512-25-R75,Folding clothes on the bed,Imperfect
CJ260512-25-R76,Folding clothes on the bed,Imperfect
CJ260512-25-R77,Folding clothes on the bed,Imperfect
CJ260512-25-R78,Folding clothes on the bed,Approve
CJ260512-25-R79,Folding clothes on the bed,Approve
CJ260512-25-R82,Folding clothes on the bed,Imperfect
CJ260512-25-R83,Folding clothes on the bed,Imperfect
CJ260512-25-R85,Folding clothes on the bed,Imperfect
CJ260512-25-R84,Folding clothes on the bed,Imperfect
CJ260512-25-R86,Folding clothes on the bed,Approve
CJ260512-25-R87,Folding clothes on the bed,Reject
CJ260512-25-R88,Folding clothes on the bed,Imperfect
CJ260512-25-R90,Folding clothes on the bed,Approve
CJ260512-25-R91,Folding clothes on the bed,Approve
CJ260512-25-R92,Folding clothes on the bed,Approve
CJ260512-25-R93,Folding clothes on the bed,Approve
CJ260512-25-R94,Folding clothes on the bed,Approve
CJ260512-25-R95,Folding clothes on the bed,Imperfect
CJ260512-25-R96,Folding clothes on the bed,Imperfect
CJ260512-25-R97,Folding clothes on the bed,Imperfect
CJ260512-25-R98,Folding clothes on the bed,Approve
CJ260512-25-R99,Folding clothes on the bed,Approve
CJ260512-26-R1,Folding clothes on the bed,Imperfect
CJ260512-26-R113,Folding clothes on the bed,Imperfect
CJ260512-26-R134,Folding clothes on the bed,Imperfect
CJ260512-26-R135,Folding clothes on the bed,Approve
CJ260512-26-R139,Folding clothes on the bed,Imperfect
CJ260512-26-R14,Folding clothes on the bed,Imperfect
CJ260512-26-R141,Folding clothes on the bed,Imperfect
CJ260512-26-R15,Folding clothes on the bed,Imperfect
CJ260512-26-R24,Folding clothes on the bed,Imperfect
CJ260512-26-R27,Folding clothes on the bed,Imperfect
CJ260512-26-R37,Folding clothes on the bed,Imperfect
CJ260512-26-R39,Folding clothes on the bed,Imperfect
CJ260512-26-R4,Folding clothes on the bed,Imperfect
CJ260512-26-R5,Folding clothes on the bed,Approve
CJ260512-26-R51,Folding clothes on the bed,Imperfect
CJ260512-26-R62,Folding clothes on the bed,Imperfect
CJ260512-26-R63,Folding clothes on the bed,Reject
CJ260512-26-R69,Folding clothes on the bed,Reject
CJ260512-26-R91,Folding clothes on the bed,Imperfect
CJ260512-26-R93,Folding clothes on the bed,Imperfect
CJ260512-31-R155,Pouring water in a tea restaurant,Approve
CJ260512-31-R156,Pouring water in a tea restaurant,Approve
CJ260512-31-R157,Pouring water in a tea restaurant,Reject
CJ260512-31-R159,Pouring water in a tea restaurant,Reject
CJ260512-31-R160,Pouring water in a tea restaurant,Reject
CJ260512-31-R161,Pouring water in a tea restaurant,Reject
CJ260512-31-R162,Pouring water in a tea restaurant,Reject
CJ260512-31-R163,Pouring water in a tea restaurant,Reject
CJ260512-31-R164,Pouring water in a tea restaurant,Reject
CJ260512-31-R165,Pouring water in a tea restaurant,Reject
CJ260512-31-R166,Pouring water in a tea restaurant,Reject
CJ260512-31-R168,Pouring water in a tea restaurant,Reject
CJ260512-31-R169,Pouring water in a tea restaurant,Reject
CJ260512-31-R170,Pouring water in a tea restaurant,Reject
CJ260512-31-R171,Pouring water in a tea restaurant,Reject
CJ260512-31-R172,Pouring water in a tea restaurant,Reject
CJ260512-31-R173,Pouring water in a tea restaurant,Reject
CJ260512-31-R174,Pouring water in a tea restaurant,Reject
CJ260512-31-R175,Pouring water in a tea restaurant,Reject
CJ260512-31-R176,Pouring water in a tea restaurant,Reject
CJ260512-31-R177,Pouring water in a tea restaurant,Reject
CJ260512-31-R178,Pouring water in a tea restaurant,Reject
CJ260512-31-R179,Pouring water in a tea restaurant,Reject
CJ260512-31-R180,Pouring water in a tea restaurant,Reject
CJ260512-31-R181,Pouring water in a tea restaurant,Reject
CJ260512-31-R182,Pouring water in a tea restaurant,Reject
CJ260512-31-R183,Pouring water in a tea restaurant,Reject
CJ260512-31-R184,Pouring water in a tea restaurant,Reject
CJ260512-31-R185,Pouring water in a tea restaurant,Reject
CJ260512-31-R187,Pouring water in a tea restaurant,Reject
CJ260512-31-R186,Pouring water in a tea restaurant,Reject
CJ260512-31-R188,Pouring water in a tea restaurant,Reject
CJ260512-31-R189,Pouring water in a tea restaurant,Reject
CJ260512-31-R190,Pouring water in a tea restaurant,Reject
CJ260512-31-R191,Pouring water in a tea restaurant,Reject
CJ260512-31-R192,Pouring water in a tea restaurant,Reject
CJ260512-31-R193,Pouring water in a tea restaurant,Reject
CJ260512-31-R195,Pouring water in a tea restaurant,Reject
CJ260512-31-R196,Pouring water in a tea restaurant,Reject
CJ260512-31-R197,Pouring water in a tea restaurant,Reject
CJ260512-31-R198,Pouring water in a tea restaurant,Reject
CJ260512-31-R199,Pouring water in a tea restaurant,Reject
CJ260512-31-R200,Pouring water in a tea restaurant,Reject
CJ260513-15-R124,Clean up the trash on the desktop,Approve
CJ260513-15-R126,Clean up the trash on the desktop,Approve
CJ260513-15-R125,Clean up the trash on the desktop,Approve
CJ260513-15-R127,Clean up the trash on the desktop,Approve
CJ260513-15-R128,Clean up the trash on the desktop,Approve
CJ260513-15-R129,Clean up the trash on the desktop,Approve
CJ260513-15-R130,Clean up the trash on the desktop,Imperfect
CJ260513-15-R131,Clean up the trash on the desktop,Reject
CJ260513-15-R132,Clean up the trash on the desktop,Approve
CJ260513-15-R134,Clean up the trash on the desktop,Approve
CJ260513-15-R135,Clean up the trash on the desktop,Approve
CJ260513-15-R137,Clean up the trash on the desktop,Approve
CJ260513-15-R138,Clean up the trash on the desktop,Imperfect
CJ260513-15-R139,Clean up the trash on the desktop,Approve
CJ260513-15-R140,Clean up the trash on the desktop,Imperfect
CJ260513-15-R142,Clean up the trash on the desktop,Approve
CJ260513-15-R143,Clean up the trash on the desktop,Approve
CJ260513-15-R145,Clean up the trash on the desktop,Approve
CJ260513-15-R146,Clean up the trash on the desktop,Approve
CJ260513-15-R147,Clean up the trash on the desktop,Approve
CJ260513-15-R148,Clean up the trash on the desktop,Approve
CJ260513-15-R149,Clean up the trash on the desktop,Approve
CJ260513-15-R150,Clean up the trash on the desktop,Approve
CJ260513-15-R151,Clean up the trash on the desktop,Approve
CJ260513-15-R152,Clean up the trash on the desktop,Approve
CJ260513-15-R154,Clean up the trash on the desktop,Imperfect
CJ260513-15-R155,Clean up the trash on the desktop,Approve
CJ260513-15-R157,Clean up the trash on the desktop,Approve
CJ260513-15-R156,Clean up the trash on the desktop,Approve
CJ260513-15-R158,Clean up the trash on the desktop,Approve
CJ260513-15-R159,Clean up the trash on the desktop,Approve
CJ260513-15-R160,Clean up the trash on the desktop,Approve
CJ260513-15-R161,Clean up the trash on the desktop,Approve
CJ260513-15-R162,Clean up the trash on the desktop,Reject
CJ260513-15-R163,Clean up the trash on the desktop,Approve
CJ260513-15-R164,Clean up the trash on the desktop,Approve
CJ260513-15-R165,Clean up the trash on the desktop,Approve
CJ260513-15-R166,Clean up the trash on the desktop,Approve
CJ260513-15-R167,Clean up the trash on the desktop,Approve
CJ260513-15-R169,Clean up the trash on the desktop,Approve
CJ260513-15-R170,Clean up the trash on the desktop,Approve
CJ260513-15-R171,Clean up the trash on the desktop,Approve
CJ260513-15-R172,Clean up the trash on the desktop,Approve
CJ260513-15-R174,Clean up the trash on the desktop,Approve
CJ260513-15-R175,Clean up the trash on the desktop,Approve
CJ260513-15-R177,Clean up the trash on the desktop,Imperfect
CJ260513-15-R178,Clean up the trash on the desktop,Approve
CJ260513-15-R179,Clean up the trash on the desktop,Approve
CJ260513-15-R180,Clean up the trash on the desktop,Approve
CJ260513-15-R181,Clean up the trash on the desktop,Approve
CJ260513-15-R182,Clean up the trash on the desktop,Approve
CJ260513-15-R183,Clean up the trash on the desktop,Approve
CJ260513-15-R184,Clean up the trash on the desktop,Approve
CJ260513-15-R187,Clean up the trash on the desktop,Approve
CJ260513-15-R188,Clean up the trash on the desktop,Approve
CJ260513-15-R189,Clean up the trash on the desktop,Approve
CJ260513-15-R192,Clean up the trash on the desktop,Approve
CJ260513-15-R193,Clean up the trash on the desktop,Approve
CJ260513-15-R194,Clean up the trash on the desktop,Approve
CJ260513-15-R195,Clean up the trash on the desktop,Approve
CJ260513-15-R196,Clean up the trash on the desktop,Approve
CJ260513-15-R197,Clean up the trash on the desktop,Approve
CJ260513-15-R198,Clean up the trash on the desktop,Reject
CJ260513-15-R199,Clean up the trash on the desktop,Approve
CJ260513-19-R143,Pouring water in a tea restaurant,Approve
CJ260513-19-R165,Pouring water in a tea restaurant,Imperfect
CJ260513-19-R173,Pouring water in a tea restaurant,Imperfect
CJ260513-19-R183,Pouring water in a tea restaurant,Imperfect
CJ260513-19-R185,Pouring water in a tea restaurant,Approve
CJ260513-19-R195,Pouring water in a tea restaurant,Approve
CJ260513-19-R199,Pouring water in a tea restaurant,Approve
CJ260513-19-R164,Pouring water in a tea restaurant,Approve
CJ260513-19-R169,Pouring water in a tea restaurant,Approve
CJ260513-19-R171,Pouring water in a tea restaurant,Approve
CJ260513-19-R174,Pouring water in a tea restaurant,Reject
CJ260513-19-R176,Pouring water in a tea restaurant,Approve
CJ260513-19-R178,Pouring water in a tea restaurant,Approve
CJ260513-19-R181,Pouring water in a tea restaurant,Approve
CJ260513-19-R182,Pouring water in a tea restaurant,Approve
CJ260513-19-R184,Pouring water in a tea restaurant,Approve
CJ260513-19-R186,Pouring water in a tea restaurant,Reject
CJ260513-19-R191,Pouring water in a tea restaurant,Reject
CJ260513-19-R192,Pouring water in a tea restaurant,Approve
CJ260513-19-R194,Pouring water in a tea restaurant,Approve
CJ260513-19-R197,Pouring water in a tea restaurant,Approve
CJ260506-12-R193,Desktop stationary organization,Approve
CJ260506-12-R194,Desktop stationary organization,Approve
CJ260506-12-R196,Desktop stationary organization,Approve
CJ260506-12-R198,Desktop stationary organization,Approve
CJ260506-12-R200,Desktop stationary organization,Approve
CJ260506-13-R1,Desktop stationary organization,Imperfect
CJ260506-13-R10,Desktop stationary organization,Approve
CJ260506-13-R11,Desktop stationary organization,Approve
CJ260506-13-R13,Desktop stationary organization,Approve
CJ260506-13-R15,Desktop stationary organization,Approve
CJ260506-13-R17,Desktop stationary organization,Imperfect
CJ260506-13-R19,Desktop stationary organization,Approve
CJ260506-13-R24,Desktop stationary organization,Approve
CJ260506-13-R25,Desktop stationary organization,Approve
CJ260506-13-R27,Desktop stationary organization,Approve
CJ260506-13-R28,Desktop stationary organization,Approve
CJ260506-13-R29,Desktop stationary organization,Approve
CJ260506-13-R3,Desktop stationary organization,Approve
CJ260506-13-R30,Desktop stationary organization,Approve
